,corpusID,character,animacy,coref_chain,chain_head,head_of_head,chain_len,CL,CN,Dep,NER,SS,Triple,WN,TF
10,story1,0,1,"[' children ', ' five thousand little children ', ' them ', ' their ', ' The little children ']", children ,children,5,-0.3671355977658719,0.0,1.0,0.0,1.0,0.0,0.0,0.002652519893899204
11,story1,0,1,"["" children's tears "", ' their tears ', ' tears ', ' theirs ']", children's tears ,tears,4,-0.4425744192246127,0.0,1.0,0.0,1.0,0.0,0.0,0.003978779840848806
12,story1,0,1,"["" Nikita's tears "", ' tears ']", Nikita's tears ,tears,2,-0.5934520621420943,0.0,1.0,1.0,1.0,0.0,0.0,0.003978779840848806
13,story1,0,1,"[' the other ', ' the other ']", the other ,other,2,-0.5934520621420943,0.0,0.0,0.0,0.0,0.0,0.0,0.001326259946949602
14,story1,0,1,"[' those who do not know what it is ', ' those who do not know what it is ']", those who do not know what it is ,is,2,-0.5934520621420943,0.0,0.0,0.0,1.0,0.0,0.0,0.005305039787798408
15,story2,1,1,"[' father ', ' his ', ' father ', ' my father ', ' my father ', ' my father ', ' father ']", father ,father,7,-0.255637592354714,1.0,1.0,0.0,0.0,0.0,1.0,0.005773672055427252
16,story2,1,1,"[' mother ', ' his old wife ', ' the mother ', ' mother ', ' mother ']", mother ,mother,5,-0.3621532558358448,1.0,1.0,0.0,1.0,0.0,1.0,0.005773672055427252
17,story2,0,1,"[' parents ', ' they ', ' we ', ' we ', ' The parents ', ' they ', ' her father and mother ', ' her mother and father ']", parents ,parents,8,-0.20237976061414858,1.0,1.0,0.0,0.0,0.0,0.0,0.0011547344110854503
18,story2,0,1,"[' the children ', ' a daughter and a little son ', ' their prey ']", the children ,children,3,-0.46866891931697563,0.0,0.0,0.0,0.0,0.0,0.0,0.0011547344110854503
19,story2,1,1,"[' daughter ', ' a daughter ', ' Daughter ', ' daughter ', ' you ', ' you ', ' your ', ' the daughter ', ' her ', ' she ', ' her ', ' The girl ', ' her ', ' She ', ' She ', ' her ', ' her ', ' her ', ' She ', ' The girl ', ' her ', ' She ', ' me ', ' you ', ' you ', ' my ', ' her ', ' She ', ' me ', ' you ', ' you ', ' my ', ' She ', ' you ', ' you ', ' my ', ' She ', ' she ', ' She ', ' her ', ' she ', ' her ', ' She ', ' His sister ', ' her ', ' her ', ' she ', ' me ', ' she ', ' you ', ' she ', ' her ', ' She ', ' her ', ' her ', ' she ', ' me ', ' she ', ' you ', ' She ', ' her ', ' She ', ' her ', ' her ', ' her ', ' her ', ' her ', ' her ', ' her ', ' me ', ' she ', ' you ', ' The girl ', ' her ', ' the girl ', ' she ', ' she ', ' her ']", daughter ,daughter,78,3.52566846122543,0.0,1.0,0.0,1.0,0.0,1.0,0.003464203233256351
20,story2,1,1,"[' son ', ' a little son ', ' your little brother ', ' her brother ', ' the little boy ', ' him ', ' her brother ', ' him ', ' him ', ' her little brother ', ' her brother ', ' the little brother ', ' His ', ' him ', ' him ', ' him ', ' him ', ' her brother ', ' her brother ', ' her brother ']", son ,son,20,0.4367142202726363,1.0,0.0,0.0,0.0,0.0,1.0,0.0011547344110854503
21,story2,1,1,"[' Swan Geese ', ' Some magic swan geese ', ' their ', ' the swan geese ', ' The swan geese ', ' they ', ' they ', ' them ', ' the geese ', ' the geese ', ' the geese ', ' the geese ', ' the geese ', ' the robbers ', ' the geese ', ' the geese ', ' the geese ', ' The geese ', ' They ', ' they ', ' their ', ' they ', ' The geese ', ' their ']", Swan Geese ,Geese,24,0.6497455472348979,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,story2,0,1,"[' The family ', ' we ', ' we ', ' we ']", The family ,family,4,-0.4154110875764102,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23,story2,0,1,"[' cakes of wheat ', ' cakes of wheat ']", cakes of wheat ,wheat,2,-0.521926751057541,0.0,0.0,0.0,0.0,0.0,0.0,0.0011547344110854503
24,story2,0,1,"[' sweet apples ', ' sweet apples ']", sweet apples ,apples,2,-0.521926751057541,0.0,0.0,0.0,1.0,0.0,0.0,0.003464203233256351
25,story2,0,1,"[' shores of pudding ', ' shores of pudding ', ' shores of pudding ', ' shores of pudding ', ' the shore ']", shores of pudding ,pudding,5,-0.3621532558358448,0.0,0.0,0.0,1.0,0.0,0.0,0.005773672055427252
26,story2,0,1,"[' pudding ', ' pudding ', ' pudding ', ' my simple pudding with milk ', ' pudding ', ' my pudding ', ' it ']", pudding ,pudding,7,-0.255637592354714,0.0,0.0,0.0,1.0,0.0,0.0,0.005773672055427252
27,story2,1,1,"[' hedgehog ', ' a hedgehog ', ' him ', ' he ', ' Hedgehog ', ' hedgehog ', ' you ', ' he ']", hedgehog ,hedgehog,8,-0.20237976061414858,0.0,0.0,0.0,1.0,0.0,0.0,0.0023094688221709007
28,story2,0,1,"[' golden apples ', ' golden apples ']", golden apples ,apples,2,-0.521926751057541,0.0,0.0,0.0,1.0,0.0,0.0,0.003464203233256351
29,story2,0,1,"[' soon afterward ', ' soon afterward ']", soon afterward ,afterward,2,-0.521926751057541,0.0,0.0,0.0,0.0,0.0,0.0,0.0011547344110854503
30,story3,1,1,"[' Bukhtan ', ' Bukhtan ', ' one Bukhtan Bukhtanovich ', ' He ', ' his ', ' him ', ' Bukhtan Bukhtanovich ', ' you ', ' you ', ' I ', ' Bukhtan Bukhtanovich ', ' Bukhtan Bukhtanovich ', ' his ', ' Bukhtan Bukhtanovich ', ' the suitor ', ' Bukhtan Bukhtanovich ', ' you ', ' He ', ' Bukhtan ', ' he ', ' him ', ' you , Bukhtan Bukhtanovich ', ' him ', ' Bukhtan Bukhtanovich ', ' Bukhtan Bukhtanovich ', ' Bukhtan Bukhtanovich ', ' him ', ' Bukhtan Bukhtanovich ', ' your ', ' Bukhtan ', ' Bukhtan ', ' anything except himself ', ' he ', ' his ', ' this Bukhtan Bukhtanovich ', ' himself ', ' he ', ' his ', ' he ', ' him ', ' Bukhtan ', ' yourself ', ' Bukhtan Bukhtanovich ', ' Bukhtan Bukhtanovich ', ' his ', ' Bukhtan ', ' Bukhtan Bukhtanovich ', ' Bukhtan Bukhtanovich ', ' his ', ' Bukhtan ', ' his ', ' my ', ' Bukhtan Bukhtanovich ', ' Bukhtan Bukhtanovich ', ' him ', ' The tsar ', ' Bukhtan Bukhtanovich ', ' his ', ' he ', ' he ', ' his ']", Bukhtan ,Bukhtan,61,2.5574894104173342,0.0,1.0,1.0,1.0,1.0,0.0,0.02226179875333927
31,story3,0,1,"[' A stove ', ' a stove built on pillars in the middle of a field ', ' the stove ', ' his stove ', ' there ', ' my stove ', ' that stove ', ' a disgrace ']", A stove ,stove,8,-0.28462382148192916,0.0,1.0,0.0,1.0,1.0,0.0,0.004452359750667854
32,story3,1,1,"[' Fox ', ' A fox ', ' me ', ' little fox ', ' you ', ' The fox ', ' The fox ', ' me ', ' The fox ', ' me ', ' The Fox ', ' his ', ' you ', ' little fox ', ' The fox ', ' I ', ' The fox ', ' the fox ', ' The fox ', ' The fox ', ' the fox ', ' I ', ' The fox ', ' I ', ' The fox ', ' the fox ', ' Little fox ', ' I ', ' the fox ', ' the fox ', ' Little fox ', ' The fox ', ' the fox ', ' Little fox ', ' little fox ', ' the fox ', ' He ', ' The fox ', ' he ', ' The fox ', ' Little fox ', ' the fox ', ' the fox ', ' he ', ' The fox ']", Fox ,Fox,45,1.6994929630515188,0.0,1.0,1.0,1.0,1.0,0.0,0.0008904719501335708
33,story3,1,1,"["" tsar's daughter "", "" the tsar 's daughter "", ' your daughter ', ' his wife ', ' the tsarina ']", tsar's daughter ,daughter,5,-0.4454981553630195,0.0,0.0,0.0,0.0,0.0,1.0,0.0017809439002671415
34,story3,1,1,"[' the tsar ', ' tsar ', ' the tsar ', ' Tsar ', ' The tsar ', ' the tsar ', ' Tsar ', ' the tsar ', ' Tsar ', ' the tsar ', ' He ', ' tsar ', ' your ', ' me ', ' the tsar ', ' the tsar ', ' the tsar ', ' Tsar ', ' you ', ' you ', ' the tsar ', ' tsar ', ' The tsar ', ' Tsar ', ' Tsar ', ' you yourself ', ' The tsar ', ' Tsar ', ' The tsar ', ' tsar ']", the tsar ,tsar,30,0.895121293646067,1.0,1.0,0.0,1.0,1.0,1.0,0.015138023152270703
35,story3,0,1,"[' halfpennies ', ' halfpennies ']", halfpennies ,halfpennies,2,-0.6063724892441099,0.0,0.0,0.0,1.0,0.0,0.0,0.0008904719501335708
36,story3,0,1,"[' there ', ' there ']", there ,there,2,-0.6063724892441099,0.0,1.0,0.0,1.0,0.0,0.0,0.005342831700801425
37,story3,0,1,"[' wine ', ' wine ']", wine ,wine,2,-0.6063724892441099,0.0,0.0,0.0,1.0,0.0,0.0,0.0008904719501335708
38,story3,0,1,"[' homeward ', ' homeward ']", homeward ,homeward,2,-0.6063724892441099,0.0,0.0,0.0,0.0,0.0,0.0,0.0008904719501335708
39,story3,1,1,"[' Raven ', ' Raven , Son of the Raven ', ' Raven , Son of the Raven ', ' him ']", Raven ,Raven,4,-0.499122933323383,0.0,0.0,1.0,0.0,1.0,0.0,0.003561887800534283
40,story3,1,1,"[' Cat ', ' Cat , Son of the Cat ', ' Cat , Son of the Cat ', ' him ']", Cat ,Cat,4,-0.499122933323383,0.0,1.0,0.0,0.0,1.0,0.0,0.003561887800534283
41,story3,1,1,"[' Dragon ', ' you ', ' you ', ' we ', ' all the beasts ', ' them ']", Dragon ,Dragon,6,-0.39187337740265604,0.0,0.0,0.0,0.0,1.0,0.0,0.003561887800534283
42,story3,0,1,"[' the Cossacks ', ' the Cossacks ']", the Cossacks ,Cossacks,2,-0.6063724892441099,0.0,1.0,0.0,1.0,1.0,0.0,0.0008904719501335708
43,story4,1,1,"["" Ivan's father "", ' a king who had three sons ', ' him ', ' Father , our gracious sovereign ', ' your ', ' The father ', ' his ']", Ivan's father ,father,7,-0.15949722875972522,1.0,1.0,1.0,1.0,0.0,1.0,0.0032599837000814994
44,story4,0,1,"[' three sons ', ' three sons ', ' they ', ' our ', ' us ', ' we ', ' them ', ' they ']", three sons ,sons,8,-0.0934983754798389,0.0,0.0,0.0,1.0,0.0,0.0,0.0008149959250203749
45,story4,1,1,"[' Ivan ', ' The youngest son ', ' his ', ' he ', ' the prince ', ' his ', ' Prince Ivan ', ' The prince ', ' his ', ' he ', ' you ', ' Prince Ivan ', ' your ', ' you ', ' you ', ' Prince Ivan ', ' a bright falcon ', ' The prince ', ' a goodly youth ', ' me ', ' such a goodly youth ', ' he ', ' Prince Ivan ', ' The prince ', ' he ', ' he ', ' he ', ' he ', ' He ', ' himself ', ' he ', ' me ', ' your ', ' Prince Ivan ', ' his ', ' Prince Ivan ', ' you ', ' A goodly youth like you ', ' the prince ', ' I myself ', ' Prince Ivan ', ' a bright falcon ', ' grandfather ', ' you ', ' Prince Ivan ', ' I ', ' the prince ', ' his ', ' the prince ', ' I myself ', ' I ', ' the prince ', ' a bright falcon ', ' He ', ' him ', ' grandfather ', ' the prince ', ' Prince Ivan ', ' an ant ', ' Prince Ivan ', ' you ', ' Prince Ivan ', ' a herdsman ', ' his ', ' him ', ' Prince Ivan ', ' you ', ' you ', ' a goodly youth like you ', ' the prince ', ' I myself ', ' Prince Ivan ', ' he ', ' He ', ' Prince Ivan ', ' the prince ', ' my son-in-law ', ' my son-in-law ']", Ivan ,Ivan,78,4.526421354112203,0.0,1.0,1.0,1.0,0.0,0.0,0.011409942950285249
46,story4,0,1,"[' beasts of many kinds ', ' beasts of many kinds , birds , and reptiles ', ' us ', ' we ']", beasts of many kinds ,kinds,4,-0.35749378859938413,0.0,0.0,0.0,0.0,0.0,0.0,0.0008149959250203749
47,story4,1,1,"[' A falcon ', ' A falcon ', ' the falcon ', ' a bright falcon ', ' a bright falcon ']", A falcon ,falcon,5,-0.2914949353194978,0.0,1.0,0.0,1.0,1.0,0.0,0.004889975550122249
48,story4,0,1,"["" Ivan's good steed "", ' his good steed ']", Ivan's good steed ,steed,2,-0.4894914951591568,0.0,0.0,1.0,0.0,0.0,0.0,0.0008149959250203749
49,story4,0,1,"[' an ant ', ' an ant ']", an ant ,ant,2,-0.4894914951591568,0.0,0.0,0.0,0.0,0.0,0.0,0.0016299918500407497
50,story4,0,1,"[' the palace guards ', ' the palace guards ', ' your ', ' they ']", the palace guards ,guards,4,-0.35749378859938413,0.0,0.0,0.0,0.0,0.0,0.0,0.0008149959250203749
51,story4,1,1,"[' king ', ' your king ', ' his ', ' he ', ' that king ', ' his ', ' king ', ' her father ', ' Father , my sovereign ', ' The king ', ' the king ', ' the king ', ' Your Majesty ', ' your ', ' the king ', ' my ', ' the king ', ' Your Majesty ', ' the king ', ' my ', ' father ', ' her father , who was overjoyed ', ' my ']", king ,king,23,0.8964844237184558,1.0,1.0,0.0,1.0,0.0,1.0,0.008149959250203748
52,story4,1,1,"[' princess ', "" The king 's daughter "", ' her ', ' my ', ' me ', ' her ', ' the princess ', ' the princess ', ' you ', ' me ', ' the princess ', ' me ', ' the princess ', ' her ']", princess ,princess,14,0.30249474419947897,1.0,1.0,0.0,1.0,0.0,1.0,0.0032599837000814994
53,story4,0,1,"[' a ride ', ' a ride with Prince Ivan to the crystal mountain ']", a ride ,ride,2,-0.4894914951591568,0.0,0.0,0.0,0.0,0.0,0.0,0.0008149959250203749
54,story4,1,1,"[' a golden goat ', ' a golden goat ', ' it ', ' the goat ']", a golden goat ,goat,4,-0.35749378859938413,1.0,1.0,0.0,0.0,0.0,0.0,0.0016299918500407497
55,story4,1,1,"[' a very old man ', ' a very old man ']", a very old man ,man,2,-0.4894914951591568,1.0,0.0,0.0,0.0,0.0,1.0,0.0008149959250203749
56,story4,1,1,"[' herdsman ', ' your herdsman ', ' my herdsman ']", herdsman ,herdsman,3,-0.42349264187927044,1.0,0.0,0.0,1.0,0.0,1.0,0.0024449877750611247
57,story4,1,1,"[' 3-headed dragon ', ' the three-headed dragon ', ' him ', ' the three-headed dragon ', ' me ', ' you ', ' you ', ' The dragon ', ' the dragon ', ' the three-headed dragon ', ' him ', ' him ']", 3-headed dragon ,dragon,12,0.17049703763970633,1.0,1.0,0.0,1.0,1.0,0.0,0.012224938875305624
58,story4,1,1,"[' 6-headed dragon ', ' the six-headed dragon ', ' him ', ' the six - headed dragon ', ' you gluttonous monster ', ' you ', ' you ', ' The dragon ', ' the dragon ', ' his ', ' the six-headed  dragon ', ' he ', ' he ']", 6-headed dragon ,dragon,13,0.23649589091959267,1.0,1.0,0.0,1.0,1.0,0.0,0.012224938875305624
59,story4,1,1,"[' 12-headed dragon ', ' the twelve-headed dragon ', ' The twelve-headed dragon ', ' He ', ' his ', ' the dragon ', ' the twelve-headed dragon ', ' me ', ' you ', ' you ', ' the twelve-headed dragon ', ' his ', ' his ']", 12-headed dragon ,dragon,13,0.23649589091959267,1.0,1.0,0.0,1.0,1.0,0.0,0.012224938875305624
60,story4,0,1,"[' one duck ', ' only one duck ', ' only one duck ', ' only one duck ']", one duck ,duck,4,-0.35749378859938413,0.0,1.0,0.0,1.0,1.0,0.0,0.0057049714751426246
61,story4,0,1,"[' Any cows ', ' any ', ' any ', ' any ']", Any cows ,cows,4,-0.35749378859938413,0.0,0.0,0.0,0.0,0.0,0.0,0.008149959250203748
62,story4,0,1,"[' all the three heads of the dragon ', ' all the three heads of the dragon ']", all the three heads of the dragon ,dragon,2,-0.4894914951591568,1.0,1.0,0.0,1.0,1.0,0.0,0.012224938875305624
63,story4,0,1,"[' a hare ', ' a hare ', ' this hare ', ' a hare ', ' the hare ']", a hare ,hare,5,-0.2914949353194978,0.0,1.0,0.0,0.0,1.0,0.0,0.0032599837000814994
64,story4,0,1,"[' a duck ', ' a duck ', ' this duck ', ' a duck ', ' the duck ']", a duck ,duck,5,-0.2914949353194978,0.0,1.0,0.0,1.0,1.0,0.0,0.0057049714751426246
65,story4,0,1,"[' an egg ', ' an egg ', ' this egg ', ' an egg ', ' the egg ']", an egg ,egg,5,-0.2914949353194978,0.0,1.0,0.0,0.0,0.0,0.0,0.0032599837000814994
66,story4,0,1,"[' Narrator ', ' I ', ' I ', ' my ', ' my ']", Narrator ,Narrator,5,-0.2914949353194978,0.0,0.0,0.0,0.0,0.0,1.0,0.0
67,story5,0,1,"[' Narrator ', ' me ', ' I ']", Narrator ,Narrator,3,-0.537638320014308,0.0,0.0,0.0,0.0,0.0,1.0,0.0
68,story5,0,1,"[' Reader ', ' you ']", Reader ,Reader,2,-0.5807508268079082,0.0,0.0,0.0,0.0,0.0,1.0,0.0
69,story5,1,1,"[' Sharbarsha ', ' the laborer Shabarsha , Shabarsha who is a rogue among rogues ', ' Shabarsha ', ' Shabarsha ', ' Shabarsha ', ' I ', ' I ', ' I ', ' I ', ' I ', ' He ', ' his ', ' He ', ' you ', ' I ', ' I ', ' Shabarsha ', ' his ', ' he ', ' I ', ' me ', ' Shabarsha ', ' he ', ' he ', ' his ', ' Shabarsha ', ' Shabarsha ', ' you ', ' you ', ' you ', ' I ', ' my ', ' your ', ' Shabarsha ', ' Shabarsha ', ' Shabarsha ', ' Shabarsha ', ' Shabarsha ', ' I ', ' My ', ' your ', ' Shabarsha ', ' his ', ' Shabarsha ', ' him ', ' Shabarsha ', ' Shabarsha ', ' Shabarsha ', ' his ', ' Shabarsha ', ' I ', ' I ', ' Shabarsha ', ' his ', ' his ', ' he ', ' He ', ' Shabarsha ', ' Shabarsha ', ' Shabarsha ', ' I ', ' Shabarsha ', ' He ', ' his ', ' you ', ' you ', ' I ', ' I ', ' My ', ' Shabarsha ', ' Shabarsha ', ' him ', ' Shabarsha ', ' him ', ' he ', ' He ', ' Shabarsha ', ' the laborer ', ' a laborer ', ' a laborer ']", Sharbarsha ,Sharbarsha,80,2.7820247030929055,0.0,0.0,1.0,0.0,0.0,0.0,0.0
70,story5,1,1,"[' one owner ', ' one owner ', ' he ', ' his ', ' he ', ' he ', ' him ']", one owner ,owner,7,-0.36518829283990734,1.0,0.0,0.0,0.0,0.0,1.0,0.0006565988181221273
71,story5,0,1,"[' the millpond ', ' the millpond ', ' the water ', ' here ', ' this pond ', ' the water ', ' the water ', ' the water ', ' the water ', ' the pool ']", the millpond ,millpond,10,-0.23585077245910685,0.0,0.0,0.0,0.0,0.0,0.0,0.0006565988181221273
72,story5,0,1,"[' some fish ', ' some fish ', ' them ']", some fish ,fish,3,-0.537638320014308,0.0,0.0,0.0,0.0,0.0,0.0,0.0006565988181221273
73,story5,1,1,"[' the imp ', ' a boy in a black shirt and red hat ', ' he ', ' I ', ' The imp ', ' I ', ' The imp ', ' He ', ' I ', ' you ', ' milksop ', ' the likes of you ', ' You ', ' I ', ' The imp ', ' his ', ' the imp ', ' his ', ' He ', ' himself ', ' he ', ' his ', ' me ', ' my ', ' I ', ' the boy in the red hat ', ' He ', ' his ', ' the likes of you ', ' you ', ' you ', ' The imp ', ' the imp ', ' me ', ' me ', ' he ', ' I ', ' me ', ' me ', ' You ', ' The imp ', ' You ', ' you ', ' your ', ' your ', ' your ', ' your ', ' your ', ' The imp ', ' his ', ' his ', ' him ', ' my ', ' I ', ' my ', ' You ', ' you ', ' imp ', ' The imp ', ' his ', ' You ', ' The devil ', ' the imp ', ' The devil ', ' his ', ' his grandson ', ' The imp ', ' he ', ' I ', ' the imp ', ' He ', ' he ']", the imp ,imp,72,2.437124648744104,1.0,1.0,0.0,1.0,0.0,0.0,0.008535784635587657
74,story5,0,1,"[' red hat ', ' red hat ', ' the red hat ']", red hat ,hat,3,-0.537638320014308,0.0,1.0,0.0,1.0,1.0,0.0,0.004596191726854892
75,story5,0,1,"[' all you devils ', ' all you devils ', ' you ', ' you , you cursed ones ', ' You ', ' us ', ' them ']", all you devils ,devils,7,-0.36518829283990734,0.0,0.0,0.0,0.0,0.0,0.0,0.0006565988181221273
76,story5,1,1,"[' Grandfather ', ' grandfather ', ' Grandfather ', ' Grandfather ', ' the old man in the water ', ' grandfather ', ' his grandfather ', ' grandfather ', ' the water spirit ', ' the old man ', ' his ', ' Grandfather ', ' grandfather ', ' grandfather ', ' You ', ' my ', ' grandfather ', ' grandfather ', ' his grandfather ', ' The grandfather ', ' his ', ' his ', ' he ', ' grandfather ', ' your ', ' yours ']", Grandfather ,Grandfather,26,0.4539493362384959,0.0,1.0,0.0,1.0,0.0,1.0,0.0026263952724885093
77,story5,1,1,"[' Misha ', ' my middle brother , Misha ', ' your Misha ', ' He ', ' him ', ' him ', ' him ', ' he ', ' his ', ' the bear ', ' him ', ' Misha ', ' his ', ' the bear ', ' a younger brother , Misha ', ' he ', ' he ']", Misha ,Misha,17,0.06593677509609439,0.0,1.0,1.0,1.0,0.0,0.0,0.0026263952724885093
78,story5,0,1,"[' a bush ', ' a bush ']", a bush ,bush,2,-0.5807508268079082,0.0,0.0,0.0,0.0,0.0,0.0,0.0006565988181221273
79,story5,0,1,"[' a foot race with Shabarsha ', ' a foot race with Shabarsha ', ' that ']", a foot race with Shabarsha ,Shabarsha,3,-0.537638320014308,0.0,1.0,1.0,1.0,1.0,0.0,0.019041365725541694
80,story5,1,1,"[' Bunny ', ' My little brother , Bunny ', ' your little brother Bunny ', ' He ', ' He ', ' him ', ' him ', ' he ', ' Bunny ', ' him ', ' the hare ', ' him ', ' Bunny ', ' you ', ' you ', ' him ', ' He ', ' him ', ' he ', ' his youngest brother ']", Bunny ,Bunny,20,0.1952742954768949,0.0,0.0,1.0,1.0,0.0,1.0,0.0026263952724885093
81,story5,0,1,"[' the leaves ', ' the leaves ']", the leaves ,leaves,2,-0.5807508268079082,0.0,1.0,0.0,1.0,0.0,0.0,0.0006565988181221273
82,story5,0,1,"[' My brother ', ' My brother , the blacksmith ', ' he ', ' his ']", My brother ,brother,4,-0.4945258132207079,1.0,1.0,0.0,0.0,0.0,1.0,0.003939592908732764
83,story5,0,1,"[' some ', ' some ']", some ,some,2,-0.5807508268079082,0.0,1.0,0.0,0.0,0.0,0.0,0.003282994090610637
84,story6,1,1,"["" Ivanko's father "", ' a wealthy peasant ', ' his ', ' The peasant ', ' his ', ' he ', ' he ', ' His ', ' him ', ' the peasant ', ' the peasant ', ' the peasant ', ' I ', ' father ', ' you ', ' the peasant ', ' He ', ' father ', ' You yourself ', ' I ', ' the peasant ', ' himself ', ' me ', ' I ', ' I ', ' he ', ' he ', ' the peasant ', ' the peasant ', ' father ', ' you ']", Ivanko's father ,father,31,0.8138656365889704,1.0,1.0,1.0,0.0,0.0,1.0,0.001998667554963358
85,story6,1,1,"["" Ivanko's mother "", ' his wife ', ' the wife ', ' her ', ' her ', ' she ', ' his mother ', ' his mother ', ' his wife ', ' she ', ' her ', ' His wife ', ' she ']", Ivanko's mother ,mother,13,-0.045067478247597714,1.0,1.0,1.0,1.0,0.0,1.0,0.0013324450366422385
86,story6,1,1,"[' bear ', ' bear ', ' The bear ', ' him ', ' him ', ' the bear ', ' bear ', ' him ']", bear ,bear,8,-0.2836600101466444,0.0,1.0,0.0,1.0,1.0,0.0,0.003997335109926716
87,story6,1,1,"[' Ivanko ', ' a son ', ' This son ', ' a man down to the waist and a bear below the waist ', ' his ', ' him ', ' Ivanko the Bearlet ', ' Ivan ', ' he ', ' his ', ' her son ', ' this freak ', ' a son ', ' this son ', ' Bearlet ', ' you ', ' I ', ' you ', ' Ivanko the Bearlet ', ' him ', ' He ', ' he ', ' you ', ' you ', ' me ', ' me ', ' I ', ' me ', ' You ', ' a clever fellow ', ' I ', ' Ivanko the Bearlet ', ' a guard ', ' the guard ', ' him ', ' him ', ' my ', ' Ivanko ', ' me ', ' I ', ' this fool ', ' he ', ' him ', ' Ivanko ', ' him ', ' him ', ' Ivanko the Bearlet ', ' you ', ' Bearlet ', ' I ', ' I ', ' Bearlet ', ' you ', ' you ', ' Ivanko ', ' I ', ' I ', ' the Bearlet ', ' me ', ' Ivanko ', ' me ', ' I ', ' you ', ' you ', ' The Bearlet ', ' his ', ' he ', ' I ', ' you ', ' you ', ' Ivanko ', ' my ', ' Ivanko ', ' He ', ' he ', ' him ', ' he ', ' you ', ' your ', ' my ', ' my ', ' I ', ' Ivanko ', ' his ', ' Ivanko the Bearlet ', ' my laborer ', ' my laborer ']", Ivanko ,Ivanko,87,3.486101993858293,0.0,1.0,1.0,1.0,0.0,0.0,0.007994670219853431
88,story6,0,1,"[' a sheep ', ' a sheep ', ' one ', ' Whichever one stares at you ', ' one sheep ', ' whichever one stared at me ']", a sheep ,sheep,6,-0.37909702290626307,0.0,0.0,0.0,1.0,0.0,0.0,0.001998667554963358
